Reference,Year,Full.Reference,peer.review,search,Location,USA,Global.Region,Method,Conventional..Molecular..or.Immunologic,MDL.ALOD.LOD,Below.MDL,MDL.units,Sample.Volume,kingdom,class,order,family,genius,Animal.common.name,Animal.Latin.Name,Animal.Extras,Free.captive,Pathogen1,Pathogen,Pathotype.Bin.2,medium,Presence,Enumerated,Enum.Stats,Censored.Data,Presence.Absence,Total,percent,Individual.Sample,Mean,Geometric.mean,Standard.deviation,Median,Min,Max,X95..low,X95..high,units,Notes,Notes.1,CenMedianLow,CenMedianHigh,CenMinLow,CenMinHigh,CenMaxLow,CenMaxHigh,log10mean,log10SD,GRADES,GRADES_Score
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Columbiformes,Columbidae,Patagioenas,Band-tailed pigeon,Columba fasciata,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,2,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Strigiformes,Tytonidae,,,,Barn owl,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,5,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,,,,,,Northern flicker and mockingbird,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,2,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Pelecaniformes,Ardeida,Nycticorax,Black-crowned night heron ,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,16,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Pelecaniformes,Pelecanidae,Pelecanus,Brown pelican ,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,6,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Anseriformes,Anatidae,Branta,Canada goose,Branta canadensis,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,13,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Charadriiformes,,,,,Killdeer and willet ,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,2,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Podicipediformes,Podicipedidae,Aechmophorus,Clark's grebe,Aechmophorus clarkii,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,6,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Charadriiformes,Alcidae,Uria,Common murre,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,31,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Anseriformes,Anatidae,,,,Scaup and scoter ,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,6,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Charadriiformes,Laridae,Larus,Glaucous-winged gull ,Larus glaucescens,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Strigiformes,Strigidae,Bubo,Great horned owl,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,6,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Podicipediformes,Podicipedidae,,,,Eared and Western Grebe,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,3,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Pelecaniformes,Ardeidae,Butorides,Green heron,Butorides virescens,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,8,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Gaviiformes,Gaviidae,Gavia,,,"Common, Pacific, and red-throated loons ",free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,9,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Anseriformes,Anatidae,Anas,Mallard ,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,12,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Columbiformes,Columbidae,Zenaida,Mourning dove,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,14,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Mammal,Carnivora,Procyonidae,Procyon,Raccoon,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,10,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Accipitriformes,Accipitridae,Buteo,Red-tailed hawk,Buteo˙jamaicensis,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,5,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Anseriformes,Anatidae,Oxyura,Ruddy duck ,Oxyura˙jamaicensis,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,5,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Pelecaniformes,Ardeidae,Egretta,Snowy egret,Egretta thula,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,7,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Procellariiformes,Procellariidae,Puffinus,Sooty shearwater ,Puffinus griseus,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Anseriformes,Anatidae,Melanitta,Surf scoter,Melanitta˙perspicillata,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,8,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Accipitriformes,Cathartidae,Cathartes,Turkey vulture,Cathartes aura,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,3,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Mammal,Didelphimorphia,Didelphidae,Didelphis,Virginia opossum,Didelphis˙virginiana,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,12,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Gruiformes,Rallidae,Rallus,Virginia rail,Rallus limicola,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,1,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Podicipedidae,Aechmophorus,Aechmophoru,Western grebe,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,11,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Charadriiformes,Laridae,Larus,Western gull,Larus˙occidentalis,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,7,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Strigidae,Striginae,Megascops,Western screech owl,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,3,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Siembieda et al.,2011,Siembieda et al. 2011,yes,Google Scholar,"USA, California, San Francisco Bay",yes,North America,"Culture, Standard Method",Conventional,NA,NA,,<5 g,Animal,Bird,Passeriformes,Corvidae,Aphelocoma,Western scrub jay,,,free,Escherichia coli O157:H7,EHEC,,feces,yes,no,,,ND,12,NA,,,NA,NA,NA,,,NA,NA,,Data had to be compiled from all over the place in the article,response to oil spill,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Smith et al.,2020,Smith et al. 2020,yes,review,"USA, Washington/Oregon/California",yes,North America,"PCR (stx1, stx2, eaeA, hlyA,saa), QIAamp?
DNA stool mini kits",Molecular,NA,NA,,NA,Animal,Bird,,,,,,35 sepcies,free,Escherichia coli shiga toxin production,STEC,,feces,yes,no,,,1,2024,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Sproston et al.,2006,Sproston et al. 2006,yes,Web of Science,"Scotland, Aberdeenshire",no,Europe,"PCR (vt1, vt2, and eae), immunomagnetic separation, plate culture",Molecular,NA,NA,,Pool slug,Animal,Gastropod,,,,,Deroceras reticulatum,slugs,free,Escherichia coli O157,EHEC,,whole Slug,yes,no,,,1,474,0.002140038,,,NA,NA,NA,,,NA,NA,,0.21% prevalence 4.92,Also has data on innoculated slugs.,NA,NA,NA,NA,NA,NA,NA,NA,Low,1
Steel et al.,2005,Steel et al. 2005,yes,Google Scholar,"USA, Califirnia/Washington, wildlife rehabilitation centers",yes,North America,"biochemical Outside lab (Gastroenteric Disease Center at Pennsylvania State University (University Park, Pennsylvania, USA)) broth and plate culture",Conventional,NA,NA,,swab,Animal,Bird,Charadriiformes,Alcidae,,,"Uria aalge, Cerorhinca monocerata","Common murre 26, Rhinoceros auklet 2",free,Escherichia coli,Escherichia coli,,cloacal swab,yes,no,,,24,28,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Steel et al.,2005,Steel et al. 2005,yes,Google Scholar,"USA, Califirnia/Washington, wildlife rehabilitation centers",yes,North America,"biochemical Outside lab (Gastroenteric Disease Center at Pennsylvania State University (University Park, Pennsylvania, USA)) broth and plate culture",Conventional,NA,NA,,swab,Animal,Bird,,,,,"Gavia stellata, Gavia pacifica, Puffinus griseus, Phalacrocorax penicillatus, Mergus serrator","Red-throated loon 1, Pacific loon 1, Sooty shearwater 1, Brandt?s cormorant 2, Red-breasted merganser 1",free,Escherichia coli,Escherichia coli,,cloacal swab,yes,no,,,6,6,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Steel et al.,2005,Steel et al. 2005,yes,Google Scholar,"USA, Califirnia/Washington, wildlife rehabilitation centers",yes,North America,"biochemical Outside lab (Gastroenteric Disease Center at Pennsylvania State University (University Park, Pennsylvania, USA)) broth and plate culture",Conventional,NA,NA,,swab,Animal,Bird,Podicipediformes,Podicipedidae,,,"Podiceps nigricollis, Podilymbus podiceps, Aechmophorus occidentalis","Eared grebe 1, Pied-billed grebe 4, Western grebe 1",free,Escherichia coli,Escherichia coli,,cloacal swab,yes,no,,,2,6,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Steel et al.,2005,Steel et al. 2005,yes,Google Scholar,"USA, Califirnia/Washington, wildlife rehabilitation centers",yes,North America,"biochemical Outside lab (Gastroenteric Disease Center at Pennsylvania State University (University Park, Pennsylvania, USA)) broth and plate culture",Conventional,NA,NA,,swab,Animal,Bird,Charadriiformes,Laridae,,,"Larus delawarensis, Larus californicus, Larus argentatus, Larus thayeri, Larus occidentalis, Larus glaucescens)","Ring-billed gull 1, California gull 3, Thayer?s gull 3, Western gull 17, Glaucous-winged gull 16, other gull 6",free,Escherichia coli,Escherichia coli,,cloacal swab,yes,no,,,47,49,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Stenkat et al.,2014,Stenkat et al. 2014,yes,Web of Science,"Germany,  Saxony, Nature Reserve Eschefelder Ponds",no,Europe,"Culture, BBL CRYSTAL E/NF ID panel",Conventional,Recovery 96.3 ?100%,NA,,swab,Animal,Bird,Passeriformes,Hirundinidae,Hirundo,Barn swallows,Hirundo rustica,,free,Escherichia coli,Escherichia coli,,Cloacal swab,yes,no,,,0,33,0,,,NA,NA,NA,,,NA,NA,,Also has phyrnx Swabs,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Stenkat et al.,2014,Stenkat et al. 2014,yes,Web of Science,"Germany, Hamburg",no,Europe,"Culture, BBL CRYSTAL E/NF ID panel",Conventional,Recovery 96.3 ?100%,NA,,swab,Animal,Bird,Passeriformes,Acrocephalidae,Acrocephalus,Eurasian reed warbler,Acrocephalus scirpaceus,,free,Escherichia coli,Escherichia coli,,Cloacal swab,yes,no,,,2,14,0.143,,,NA,NA,NA,,,NA,NA,,Also has phyrnx Swabs,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Stenkat et al.,2014,Stenkat et al. 2014,yes,Web of Science,"Germany,  Brandenburg, Unteres Odertal National Park",no,Europe,"Culture, BBL CRYSTAL E/NF ID panel",Conventional,Recovery 96.3 ?100%,NA,,swab,Animal,Bird,Suliformes,Phalacrocoracidae,Phalacrocorax,Great cormorant,Phalacrocorax carbo,,free,Escherichia coli,Escherichia coli,,Cloacal swab,yes,no,,,7,43,0.163,,,NA,NA,NA,,,NA,NA,,Also has phyrnx Swabs,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Stenkat et al.,2014,Stenkat et al. 2014,yes,Web of Science,"Germany, Brandenburg, Werder (Havel)",no,Europe,"Culture, BBL CRYSTAL E/NF ID panel",Conventional,Recovery 96.3 ?100%,NA,,swab,Animal,Bird,Anseriformes,Anatidae,Cygnus,Mute swans,Cygnus olor,,free,Escherichia coli,Escherichia coli,,Cloacal swab,yes,no,,,4,15,0.267,,,NA,NA,NA,,,NA,NA,,Also has phyrnx Swabs,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Stenkat et al.,2014,Stenkat et al. 2014,yes,Web of Science,"Germany, Mecklenburg-Vorpommern, Nature Reserve Peenetal",no,Europe,"Culture, BBL CRYSTAL E/NF ID panel",Conventional,Recovery 96.3 ?100%,NA,,swab,Animal,Bird,Gruiformes,Rallidae,Porzana,Spotted crake,Porzana porzana,,free,Escherichia coli,Escherichia coli,,Cloacal swab,yes,no,,,1,10,0.1,,,NA,NA,NA,,,NA,NA,,Also has phyrnx Swabs,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Stenkat et al.,2014,Stenkat et al. 2014,yes,Web of Science,"Germany, Mecklenburg-Vorpommern, Nature Reserve Peenetal",no,Europe,"Culture, BBL CRYSTAL E/NF ID panel",Conventional,Recovery 96.3 ?100%,NA,,swab,Animal,Bird,Gruiformes,Rallidae,Rallus,Water rails ,Rallus aquaticus,,free,Escherichia coli,Escherichia coli,,Cloacal swab,yes,no,,,9,52,0.173,,,NA,NA,NA,,,NA,NA,,Also has phyrnx Swabs,,NA,NA,NA,NA,NA,NA,NA,NA,Very Low,0
Sulzner et al.,2014,Sulzner et al. 2014,yes,Google Scholar,"USA, California, University of California Landels-Hill Big Creek Reserve/Hopland Research and Extension Center ",yes,North America,culture broth and plate,Conventional,NA,NA,,swab,Animal,Bird,Accipitriformes,Cathartidae,Cathartes,Turkey vulture,Cathartes aura,,free,Escherichia coli,Escherichia coli,,Cloacal swab,yes,no,,,49,55,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,Moderate,2
Tanaka et al.,2005,Tanaka et al. 2005,yes,review,Japan,no,Western Pacific,"Culture, slide agglutination",Immunologic,NA,NA,,2-3g,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,Escherichia coli O157,EHEC,,feces (dry and wet),yes,no,,,0,108,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Tanaka et al.,2005,Tanaka et al. 2005,yes,review,"Japan, Aichi",no,Western Pacific,"Culture, slide agglutination",Immunologic,NA,NA,,2-3g,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,Escherichia coli O157,EHEC,,feces (dry and wet),yes,no,,,0,14,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Tanaka et al.,2005,Tanaka et al. 2005,yes,review,"Japan, Gifu",no,Western Pacific,"Culture, slide agglutination",Immunologic,NA,NA,,2-3g,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,Escherichia coli O157,EHEC,,feces (dry and wet),yes,no,,,0,24,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Tanaka et al.,2005,Tanaka et al. 2005,yes,review,"Japan, Hiroshima",no,Western Pacific,"Culture, slide agglutination",Immunologic,NA,NA,,2-3g,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,Escherichia coli O157,EHEC,,feces (dry and wet),yes,no,,,0,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Tanaka et al.,2005,Tanaka et al. 2005,yes,review,"Japan, Hokkaido",no,Western Pacific,"Culture, slide agglutination",Immunologic,NA,NA,,2-3g,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,Escherichia coli O157,EHEC,,feces (dry and wet),yes,no,,,0,29,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Tanaka et al.,2005,Tanaka et al. 2005,yes,review,"Japan, Kanagawa",no,Western Pacific,"Culture, slide agglutination",Immunologic,NA,NA,,2-3g,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,Escherichia coli O157,EHEC,,feces (dry and wet),yes,no,,,0,1,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Tanaka et al.,2005,Tanaka et al. 2005,yes,review,"Japan, Osaka",no,Western Pacific,"Culture, slide agglutination",Immunologic,NA,NA,,2-3g,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,Escherichia coli O157,EHEC,,feces (dry and wet),yes,no,,,0,27,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Tanaka et al.,2005,Tanaka et al. 2005,yes,review,"Japan, Tokyo",no,Western Pacific,"Culture, slide agglutination",Immunologic,NA,NA,,2-3g,Animal,Bird,Columbiformes,Columbidae,Columba,Pigeon,Columba livia,,free,Escherichia coli O157,EHEC,,feces (dry and wet),yes,no,,,0,12,NA,,,NA,NA,NA,,,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
